Target Pattern Name,Target Pattern Description,Prefix,Per minute charge,Connection charge,Charge period
South Africa,Telkom Mobile,27814,"0.063","0.063",1
South Africa,Telkom Mobile,27815,"0.063","0.063",1
South Africa,Telkom Mobile,27816,"0.063","0.063",1
South Africa,Telkom Mobile,27817,"0.063","0.063",1
South Africa,Vodacom Mobile,27606,"0.036","0.036",1
South Africa,Vodacom Mobile,27607,"0.036","0.036",1
South Africa,Vodacom Mobile,27608,"0.036","0.036",1
South Africa,Vodacom Mobile,27609,"0.036","0.036",1
South Africa,Vodacom Mobile,27711,"0.036","0.036",1
South Africa,Vodacom Mobile,27712,"0.036","0.036",1
South Africa,Vodacom Mobile,27713,"0.036","0.036",1
South Africa,Vodacom Mobile,27714,"0.036","0.036",1
South Africa,Vodacom Mobile,27715,"0.036","0.036",1
South Africa,Vodacom Mobile,27716,"0.036","0.036",1
South Africa,Vodacom Mobile,2772,"0.036","0.036",1
South Africa,Vodacom Mobile,2776,"0.036","0.036",1
South Africa,Vodacom Mobile,2779,"0.036","0.036",1
South Africa,Vodacom Mobile,27818,"0.036","0.036",1
South Africa,Vodacom Mobile,2782,"0.036","0.036",1
South Africa,Special Services,27873102327,1200,1200,1
South Africa,Special Services,27100,"0.608","0.608",1
South Africa,Special Services,27120,"0.608","0.608",1
South Africa,Special Services,27140,"0.608","0.608",1
South Korea,Mobile,8201,"0.03","0.03",1
South Korea,Mobile,821,"0.03","0.03",1
South Korea,Landline,82,"0.02","0.02",1
South Sudan,Gemtel Mobile,21197,"0.288","0.288",1
South Sudan,MTN Mobile,21192,"0.29","0.29",1
South Sudan,MTN Mobile,21199,"0.29","0.29",1
South Sudan,Vivacell Mobile,21195,"0.294","0.294",1
South Sudan,Zain Mobile,21190,"0.282","0.282",1
South Sudan,Zain Mobile,21191,"0.288","0.288",1
South Sudan,Zain Mobile,21196,"0.282","0.282",1
South Sudan,Southel Mobile,21111,"0.336","0.336",1
South Sudan,Landline,211,"0.337","0.337",1
South Sudan,Mobile,2119,"0.339","0.339",1
Spain,Mobile,347,"0.028","0.028",1
Spain,Special Services,3451,"0.66","0.66",1
Spain,Special Services,3470,"0.66","0.66",1
Spain,Special Services,3480,"0.66","0.66",1
Spain,Special Services,3490,"0.66","0.66",1
Spain,Landline,34,"0.012","0.012",1
Spain,Mobile,346,"0.028","0.028",1
Sri Lanka,Airtel Mobile,9475,"0.21","0.21",1
Sri Lanka,Dialog Mobile,94765,"0.209","0.209",1
Sri Lanka,Dialog Mobile,94766,"0.209","0.209",1
Sri Lanka,Dialog Mobile,94767,"0.209","0.209",1
Sri Lanka,Dialog Mobile,94768,"0.209","0.209",1
Sri Lanka,Dialog Mobile,94769,"0.209","0.209",1
Sri Lanka,Dialog Mobile,9477,"0.209","0.209",1
Sri Lanka,Etilasat Mobile,9472,"0.21","0.21",1
Sri Lanka,Mobitel Mobile,94702,"0.209","0.209",1
Sri Lanka,Mobitel Mobile,94703,"0.209","0.209",1
Sri Lanka,Mobitel Mobile,9471,"0.209","0.209",1
Sri Lanka,Landline,94,"0.2","0.2",1
Sri Lanka,Mobile,9478,"0.21","0.21",1
Sudan,MTN Mobile,24999,"0.206","0.206",1
Sudan,Landline,249,"0.197","0.197",1
Sudan,Mobile,2499,"0.195","0.195",1
Sudan,Mobile,24911,"0.173","0.173",1
Sudan,Mobile,24912,"0.173","0.173",1
Sudan,Mobile,24995,"0.185","0.185",1
Sudan,MTN Mobile,24992,"0.206","0.206",1
Sudan,MTN Mobile,24993,"0.206","0.206",1
Sudan,Zain Mobile,24990,"0.2","0.2",1
Sudan,Zain Mobile,24991,"0.2","0.2",1
Sudan,Zain Mobile,24996,"0.2","0.2",1
Sudan,Special Services,24994,"0.682","0.682",1
Suriname,Mobile,5977,"0.34","0.34",1
Suriname,Mobile,5978,"0.34","0.34",1
Suriname,Landline,597,"0.264","0.264",1
Swaziland,MTN Mobile,26878,"0.186","0.186",1
Swaziland,Landline,268,"0.126","0.126",1
Swaziland,Mobile,26877,"0.203","0.203",1
Swaziland,MTN Mobile,26876,"0.186","0.186",1
Sweden,Mobile,4670,"0.026","0.026",1
Sweden,Mobile,4671,"0.026","0.026",1
Sweden,Mobile,4672,"0.026","0.026",1
Sweden,Mobile,4673,"0.026","0.026",1
Sweden,Mobile,4676,"0.026","0.026",1
Sweden,Landline,46,"0.008","0.008",1
Sweden,Mobile,46676,"0.026","0.026",1
Switzerland,Swisscom Mobile,4179,"0.15","0.15",1
Switzerland,Switzerland other Networks (OLO),41779,"0.063","0.063",1
Switzerland,Switzerland other Networks (OLO),41775,"0.063","0.063",1
Switzerland,Switzerland other Networks (OLO),4177,"0.063","0.063",1
Switzerland,Sunrise Mobile,4176,"0.171","0.171",1
Switzerland,Other Mobile,417,"0.242","0.242",1
Switzerland,Switzerland National Network,4171,"0.032","0.032",1
Switzerland,Switzerland National Network,41,"0.032","0.032",1
Switzerland,Switzerland other Networks (OLO),41774,"0.063","0.063",1
Switzerland,Orange Mobile,4178,"0.171","0.171",1
Syrian Arab Republic,Landline,963,"0.114","0.114",1
Syrian Arab Republic,Mobile,9639,"0.167","0.167",1
Taiwan,Landline,886,"0.024","0.024",1
Taiwan,Mobile,8869,"0.122","0.122",1
Tajikistan,Beeline Mobile,992911,"0.155","0.155",1
Tajikistan,Landline,992,"0.161","0.161",1
Tajikistan,Mobile,9929,"0.186","0.186",1
Tajikistan,Babilon Mobile,992918,"0.157","0.157",1
Tajikistan,Babilon Mobile,99298,"0.157","0.157",1
Tajikistan,Beeline Mobile,992915,"0.155","0.155",1
Tajikistan,Beeline Mobile,992917,"0.155","0.155",1
Tajikistan,Beeline Mobile,992919,"0.155","0.155",1
Tajikistan,M Teko Mobile,99296,"0.179","0.179",1
Tajikistan,Megafon Mobile,99241,"0.157","0.157",1
Tajikistan,Megafon Mobile,99255,"0.133","0.133",1
Tajikistan,Megafon Mobile,99288,"0.133","0.133",1
Tajikistan,Megafon Mobile,99290,"0.133","0.133",1
Tajikistan,Tcell Mobile,99250,"0.201","0.201",1
Tajikistan,Tajikistan Mobile Tcell,99277,"0.201","0.201",1
Tajikistan,Tajikistan Mobile Tcell,99292,"0.201","0.201",1
Tajikistan,Tajikistan Mobile Tcell,99293,"0.201","0.201",1
Tajikistan,Telcom Mobile,99297,"0.186","0.186",1
Tajikistan,TK Mobile,99295,"0.174","0.174",1
Tajikistan,Tochik Mobile,99299,"0.182","0.182",1
Tajikistan,Special Services,99237230,1200,1200,1
Tajikistan,Special Services,99260100,1200,1200,1
Tanzania,Mobile,2557,"0.347","0.347",1
Tanzania,Landline,255,"0.371","0.371",1
Tanzania,Mobile,2556,"0.347","0.347",1
Thailand,Satelite Mobile,6681201,"0.022","0.022",1
Thailand,Mobile,666,"0.024","0.024",1
Thailand,Satelite Mobile,6681200,"0.022","0.022",1
Thailand,Mobile,669,"0.024","0.024",1
Thailand,Landline,66,"0.022","0.022",1
Thailand,Mobile,668,"0.024","0.024",1
Togo,Special Services,228627,1200,1200,1
Togo,Special Services,228726,1200,1200,1
Togo,Special Services,228727,1200,1200,1
Togo,Special Services,228427,1200,1200,1
Togo,Landline,228,"0.319","0.319",1
Togo,Mobile,2289,"0.357","0.357",1
Togo,Moov Mobile,22896,"0.416","0.416",1
Togo,Moov Mobile,22897,"0.416","0.416",1
Togo,Moov Mobile,22898,"0.416","0.416",1
Togo,Moov Mobile,22899,"0.416","0.416",1
Togo,Special Services,228426,1200,1200,1
Togo,Special Services,228626,1200,1200,1
Tokelau,Landline,690,1170,1170,1
Tonga,Landline,676,"0.67","0.67",1
Trinidad And Tobago,Mobile,18684,"0.255","0.255",1
Trinidad And Tobago,Mobile,18686,"0.255","0.255",1
Trinidad And Tobago,Mobile,18682,"0.267","0.267",1
Trinidad And Tobago,Landline,1868,"0.195","0.195",1
Trinidad And Tobago,Mobile,18687,"0.255","0.255",1
Trinidad And Tobago,Mobile,18683,"0.267","0.267",1
Tunisia,Special Services,21676489009,1200,1200,1
Tunisia,Landline,216,"0.66","0.66",1
Tunisia,Orange Landline,2163,"0.608","0.608",1
Tunisia,Mobile,2169,"0.62","0.62",1
Tunisia,Ooredoo Mobile,2162,"0.63","0.63",1
Tunisia,Orange Mobile,2165,"0.647","0.647",1
Tunisia,Special Services,21670169979,1200,1200,1
Tunisia,Special Services,21670169989,1200,1200,1
Tunisia,Special Services,216711599,1200,1200,1
Tunisia,Special Services,216746890,1200,1200,1
Tunisia,Special Services,2167488992,1200,1200,1
Tunisia,Special Services,216758298,1200,1200,1
Tunisia,Special Services,216762899,1200,1200,1
Tunisia,Special Services,2167742991,1200,1200,1
Tunisia,Special Services,2167748993,1200,1200,1
Tunisia,Special Services,2167915998,1200,1200,1
Tunisia,Special Services,21680,"0.858","0.858",1
Tunisia,Special Services,2168110,"0.858","0.858",1
Tunisia,Special Services,21682,"0.858","0.858",1
Tunisia,Special Services,21688,"0.858","0.858",1
Turkey,Mobile,90594,"0.254","0.254",1
Turkey,Mobile,908505311,"0.254","0.254",1
Turkey,Special Services,90510260,"0.185","0.185",1
Turkey,Special Services,90510261,"0.185","0.185",1
Turkey,Cyprus Region,90392,"0.059","0.059",1
Turkey,Istanbul,90212,"0.038","0.038",1
Turkey,Special Services,90592,"0.542","0.542",1
Turkey,Istanbul,90216,"0.038","0.038",1
Turkey,National,90850,"0.045","0.045",1
Turkey,Mobile,9051,"0.254","0.254",1
Turkey,Landline,90,"0.041","0.041",1
Turkey,444 Services,90444,"0.052","0.052",1
Turkey,Mobile,905,"0.156","0.156",1
Turkey,Mobile,90522,"0.254","0.254",1
Turkey,Mobile,90527,"0.254","0.254",1
Turkey,Mobile,90596,"0.254","0.254",1
Turkmenistan,Landline,993,"0.15","0.15",1
Turkmenistan,Mobile,9936,"0.177","0.177",1
Turks And Caicos Islands,Landline,1649,"0.372","0.372",1
Tuvalu,Landline,688,1043,1043,1
Uganda,Airtel Mobile,25675,"0.297","0.297",1
Uganda,Gemtel Mobile,256477,"0.381","0.381",1
Uganda,MTN Mobile,25632,"0.295","0.295",1
Uganda,MTN Mobile,25639,"0.295","0.295",1
Uganda,MTN Mobile,25677,"0.295","0.295",1
Uganda,MTN Mobile,25678,"0.295","0.295",1
Uganda,Smile Mobile,256720,"0.37","0.37",1
Uganda,Smile Mobile,256762,"0.37","0.37",1
Uganda,Warid Mobile,25670,"0.316","0.316",1
Uganda,Special Services,25620545,1200,1200,1
Uganda,Special Services,256902,1200,1200,1
Uganda,Ugatel Mobile,25671,"0.363","0.363",1
Uganda,Landline,256,"0.347","0.347",1
Uganda,MTN Landline,2563,"0.347","0.347",1
Uganda,Warid Landline,256200,"0.382","0.382",1
Uganda,Smile Landline,2562,"0.384","0.384",1
Uganda,Mobile,25674,"0.33","0.33",1
Uganda,Africell Mobile,25679,"0.301","0.301",1
Uganda,Ugatel Mobile,256723,"0.372","0.372",1
Ukraine,MTS Mobile,38099,"0.272","0.272",1
Ukraine,Landline,380,"0.16","0.16",1
Ukraine,Dniepropetrovsk,380562,"0.16","0.16",1
Ukraine,Dniepropetrovsk,3805637,"0.16","0.16",1
Ukraine,Dniepropetrovsk,380567,"0.16","0.16",1
Ukraine,Kharkiv,380572,"0.16","0.16",1
Ukraine,Kharkiv,380573,"0.16","0.16",1
Ukraine,Kharkiv,380577,"0.16","0.16",1
Ukraine,Kiev,38044,"0.16","0.16",1
Ukraine,Mobile,38091,"0.294","0.294",1
Ukraine,Mobile,38092,"0.276","0.276",1
Ukraine,Beeline Mobile,38067,"0.293","0.293",1
Ukraine,Beeline Mobile,38068,"0.293","0.293",1
Ukraine,Beeline Mobile,38096,"0.293","0.293",1
Ukraine,Beeline Mobile,38097,"0.293","0.293",1
Ukraine,Beeline Mobile,38098,"0.293","0.293",1
Ukraine,Intertelecom Mobile,38094,"0.297","0.297",1
Ukraine,Life Mobile,38063,"0.294","0.294",1
Ukraine,Life Mobile,38073,"0.294","0.294",1
Ukraine,Life Mobile,38093,"0.294","0.294",1
Ukraine,MTS Mobile,38050,"0.272","0.272",1
Ukraine,MTS Mobile,38066,"0.272","0.272",1
Ukraine,MTS Mobile,38095,"0.272","0.272",1
Ukraine,Odessa,380482,"0.16","0.16",1
Ukraine,Odessa,380487,"0.16","0.16",1
Ukraine,Special Services,380487374,1200,1200,1
Ukraine,Special Services,380487408,1200,1200,1
Ukraine,Special Services,380623430,1200,1200,1
Ukraine,Special Services,380623431,1200,1200,1
Ukraine,Special Services,3808929,1200,1200,1
Ukraine,Special Services,38090030,1200,1200,1
United Arab Emirates,Mobile,97189,"0.194","0.194",1
United Arab Emirates,Mobile,97152,"0.197","0.197",1
United Arab Emirates,Mobile,97155,"0.197","0.197",1
United Arab Emirates,Mobile,97156,"0.197","0.197",1
United Arab Emirates,Mobile,97180,"0.194","0.194",1
United Arab Emirates,Landline,9712234,"0.194","0.194",1
United Arab Emirates,Landline,971,"0.198","0.198",1
United Kingdom,Vodafone Mobile,447900,"0.026","0.026",1
United Kingdom,Mobile,4474415,"0.188","0.188",1
United Kingdom,Mobile,4474416,"0.188","0.188",1
United Kingdom,Mobile,4474417,"0.188","0.188",1
United Kingdom,Mobile,4474418,"0.188","0.188",1
United Kingdom,Mobile,4474419,"0.188","0.188",1
United Kingdom,Mobile,4474510,"0.188","0.188",1
United Kingdom,Mobile,4474511,"0.188","0.188",1
United Kingdom,Mobile,4474513,"0.188","0.188",1
United Kingdom,Mobile,4474514,"0.188","0.188",1
United Kingdom,Mobile,4474515,"0.188","0.188",1
United Kingdom,Mobile,4474516,"0.188","0.188",1
United Kingdom,Mobile,4474517,"0.188","0.188",1
United Kingdom,Mobile,4474518,"0.188","0.188",1
United Kingdom,Mobile,4474519,"0.188","0.188",1
United Kingdom,Mobile,4474520,"0.188","0.188",1
United Kingdom,Mobile,4474521,"0.188","0.188",1
United Kingdom,Mobile,4474522,"0.188","0.188",1
United Kingdom,Mobile,4474523,"0.188","0.188",1
United Kingdom,Mobile,4474524,"0.188","0.188",1
United Kingdom,Mobile,4474525,"0.188","0.188",1
United Kingdom,Mobile,4474526,"0.188","0.188",1
United Kingdom,Mobile,447457,"0.188","0.188",1
United Kingdom,Mobile,4474580,"0.188","0.188",1
United Kingdom,Mobile,4474581,"0.188","0.188",1
United Kingdom,Mobile,4474583,"0.188","0.188",1
United Kingdom,Mobile,4474584,"0.188","0.188",1
United Kingdom,Mobile,4474585,"0.188","0.188",1
United Kingdom,Mobile,4474587,"0.188","0.188",1
United Kingdom,Mobile,4474588,"0.188","0.188",1
United Kingdom,Mobile,447465,"0.188","0.188",1
United Kingdom,Mobile,447488,"0.188","0.188",1
United Kingdom,Mobile,447509,"0.188","0.188",1
United Kingdom,Mobile,447520,"0.188","0.188",1
United Kingdom,Mobile,4475325,"0.188","0.188",1
United Kingdom,Mobile,4475329,"0.188","0.188",1
United Kingdom,Mobile,447537,"0.188","0.188",1
United Kingdom,Mobile,4475590,"0.188","0.188",1
United Kingdom,Mobile,4475591,"0.188","0.188",1
United Kingdom,Mobile,4475592,"0.188","0.188",1
United Kingdom,Mobile,4475593,"0.188","0.188",1
United Kingdom,Mobile,4475594,"0.188","0.188",1
United Kingdom,Mobile,4475596,"0.188","0.188",1
United Kingdom,Mobile,4475598,"0.188","0.188",1
United Kingdom,Mobile,4475599,"0.188","0.188",1
United Kingdom,Mobile,4475710,"0.188","0.188",1
United Kingdom,Mobile,4475891,"0.188","0.188",1
United Kingdom,Mobile,4475892,"0.188","0.188",1
United Kingdom,Mobile,4475893,"0.188","0.188",1
United Kingdom,Mobile,4475894,"0.188","0.188",1
United Kingdom,Mobile,4475895,"0.188","0.188",1
United Kingdom,Mobile,4475896,"0.188","0.188",1
United Kingdom,Mobile,4475897,"0.188","0.188",1
United Kingdom,Mobile,4475898,"0.188","0.188",1
United Kingdom,Mobile,447620,"0.188","0.188",1
United Kingdom,Mobile,447624,"0.188","0.188",1
United Kingdom,Mobile,4477,"0.197","0.197",1
United Kingdom,Mobile,4478,"0.197","0.197",1
United Kingdom,Mobile,4479,"0.197","0.197",1
United Kingdom,Personal Numbering,4487,"0.239","0.239",1
United Kingdom,Personal Numbering,449,"0.221","0.221",1
United Kingdom,Special Services,4474582,"0.273","0.273",1
United Kingdom,Personal Numbering,4470,"0.323","0.323",1
United Kingdom,Personal Numbering,4474410,"0.297","0.297",1
United Kingdom,Mobile,447,"0.258","0.258",1
United Kingdom,Mobile,4474,"0.258","0.258",1
United Kingdom,Mobile,4475,"0.258","0.258",1
United Kingdom,Mobile,4478730,"0.133","0.133",1
United Kingdom,Mobile,44871,"0.239","0.239",1
United Kingdom,Mobile,44872,"0.239","0.239",1
United Kingdom,Mobile,448,"0.239","0.239",1
United Kingdom,Mobile,44870,"0.239","0.239",1
United Kingdom,Corporate Numbering,4450,"0.02","0.02",1
United Kingdom,Corporate Numbering,4455,"0.086","0.086",1
United Kingdom,Corporate Numbering,4456,"0.022","0.022",1
United Kingdom,Landline,44,"0.01","0.01",1
United Kingdom,London,4420,"0.01","0.01",1
United Kingdom,Landline,443,"0.028","0.028",1
United Kingdom,O2 Mobile,447106,"0.026","0.026",1
United Kingdom,O2 Mobile,447107,"0.026","0.026",1
United Kingdom,O2 Mobile,447430,"0.026","0.026",1
United Kingdom,O2 Mobile,447431,"0.026","0.026",1
United Kingdom,O2 Mobile,4474390,"0.098","0.098",1
United Kingdom,O2 Mobile,4474391,"0.098","0.098",1
United Kingdom,O2 Mobile,4474392,"0.098","0.098",1
United Kingdom,O2 Mobile,4474393,"0.098","0.098",1
United Kingdom,O2 Mobile,447461,"0.026","0.026",1
United Kingdom,O2 Mobile,447489,"0.026","0.026",1
United Kingdom,O2 Mobile,447499,"0.026","0.026",1
United Kingdom,O2 Mobile,44751,"0.026","0.026",1
United Kingdom,O2 Mobile,447521,"0.026","0.026",1
United Kingdom,O2 Mobile,447522,"0.026","0.026",1
United Kingdom,O2 Mobile,447523,"0.026","0.026",1
United Kingdom,O2 Mobile,447525,"0.026","0.026",1
United Kingdom,O2 Mobile,447526,"0.026","0.026",1
United Kingdom,O2 Mobile,44754,"0.026","0.026",1
United Kingdom,O2 Mobile,44756,"0.026","0.026",1
United Kingdom,O2 Mobile,44759,"0.026","0.026",1
United Kingdom,O2 Mobile,447701,"0.026","0.026",1
United Kingdom,O2 Mobile,447702,"0.026","0.026",1
United Kingdom,O2 Mobile,447703,"0.026","0.026",1
United Kingdom,O2 Mobile,447704,"0.026","0.026",1
United Kingdom,O2 Mobile,447705,"0.026","0.026",1
United Kingdom,O2 Mobile,447706,"0.026","0.026",1
United Kingdom,O2 Mobile,447707,"0.026","0.026",1
United Kingdom,O2 Mobile,447708,"0.026","0.026",1
United Kingdom,O2 Mobile,447709,"0.026","0.026",1
United Kingdom,O2 Mobile,447710,"0.026","0.026",1
United Kingdom,O2 Mobile,447711,"0.026","0.026",1
United Kingdom,O2 Mobile,447712,"0.026","0.026",1
United Kingdom,O2 Mobile,447713,"0.026","0.026",1
United Kingdom,O2 Mobile,447714,"0.026","0.026",1
United Kingdom,O2 Mobile,447715,"0.026","0.026",1
United Kingdom,O2 Mobile,447716,"0.026","0.026",1
United Kingdom,O2 Mobile,447718,"0.026","0.026",1
United Kingdom,O2 Mobile,447719,"0.026","0.026",1
United Kingdom,O2 Mobile,447720,"0.026","0.026",1
United Kingdom,O2 Mobile,447724,"0.026","0.026",1
United Kingdom,O2 Mobile,447725,"0.026","0.026",1
United Kingdom,O2 Mobile,447729,"0.026","0.026",1
United Kingdom,O2 Mobile,447730,"0.026","0.026",1
United Kingdom,O2 Mobile,447731,"0.026","0.026",1
United Kingdom,O2 Mobile,447732,"0.026","0.026",1
United Kingdom,O2 Mobile,447734,"0.026","0.026",1
United Kingdom,O2 Mobile,447736,"0.026","0.026",1
United Kingdom,O2 Mobile,447738,"0.026","0.026",1
United Kingdom,O2 Mobile,447739,"0.026","0.026",1
United Kingdom,O2 Mobile,447740,"0.026","0.026",1
United Kingdom,O2 Mobile,447742,"0.026","0.026",1
United Kingdom,O2 Mobile,447743,"0.026","0.026",1
United Kingdom,O2 Mobile,447745,"0.026","0.026",1
United Kingdom,O2 Mobile,447746,"0.026","0.026",1
United Kingdom,O2 Mobile,447749,"0.026","0.026",1
United Kingdom,O2 Mobile,447750,"0.026","0.026",1
United Kingdom,O2 Mobile,447751,"0.026","0.026",1
United Kingdom,O2 Mobile,447752,"0.026","0.026",1
United Kingdom,O2 Mobile,447753,"0.026","0.026",1
United Kingdom,O2 Mobile,447754,"0.026","0.026",1
United Kingdom,O2 Mobile,447756,"0.026","0.026",1
United Kingdom,O2 Mobile,447759,"0.026","0.026",1
United Kingdom,O2 Mobile,447761,"0.026","0.026",1
United Kingdom,O2 Mobile,447762,"0.026","0.026",1
United Kingdom,O2 Mobile,447763,"0.026","0.026",1
United Kingdom,O2 Mobile,447764,"0.026","0.026",1
United Kingdom,O2 Mobile,447783,"0.026","0.026",1
United Kingdom,O2 Mobile,447784,"0.026","0.026",1
United Kingdom,O2 Mobile,447793,"0.026","0.026",1
United Kingdom,O2 Mobile,447801,"0.026","0.026",1
United Kingdom,O2 Mobile,447802,"0.026","0.026",1
United Kingdom,O2 Mobile,447803,"0.026","0.026",1
United Kingdom,O2 Mobile,447808,"0.026","0.026",1
United Kingdom,O2 Mobile,447809,"0.026","0.026",1
United Kingdom,O2 Mobile,447819,"0.026","0.026",1
United Kingdom,O2 Mobile,447820,"0.026","0.026",1
United Kingdom,O2 Mobile,447821,"0.026","0.026",1
United Kingdom,O2 Mobile,447834,"0.026","0.026",1
United Kingdom,O2 Mobile,447835,"0.026","0.026",1
United Kingdom,O2 Mobile,447840,"0.026","0.026",1
United Kingdom,O2 Mobile,447841,"0.026","0.026",1
United Kingdom,O2 Mobile,447842,"0.026","0.026",1
United Kingdom,O2 Mobile,447843,"0.026","0.026",1
United Kingdom,O2 Mobile,447844,"0.026","0.026",1
United Kingdom,O2 Mobile,447845,"0.026","0.026",1
United Kingdom,O2 Mobile,447849,"0.026","0.026",1
United Kingdom,O2 Mobile,447850,"0.026","0.026",1
United Kingdom,O2 Mobile,447851,"0.026","0.026",1
United Kingdom,O2 Mobile,447856,"0.026","0.026",1
United Kingdom,O2 Mobile,447857,"0.026","0.026",1
United Kingdom,O2 Mobile,447858,"0.026","0.026",1
United Kingdom,O2 Mobile,447860,"0.026","0.026",1
United Kingdom,O2 Mobile,4478640,"0.026","0.026",1
United Kingdom,O2 Mobile,4478641,"0.026","0.026",1
United Kingdom,O2 Mobile,4478642,"0.026","0.026",1
United Kingdom,O2 Mobile,4478643,"0.026","0.026",1
United Kingdom,O2 Mobile,4478645,"0.026","0.026",1
United Kingdom,O2 Mobile,4478646,"0.026","0.026",1
United Kingdom,O2 Mobile,4478647,"0.026","0.026",1
United Kingdom,O2 Mobile,4478648,"0.026","0.026",1
United Kingdom,O2 Mobile,4478649,"0.026","0.026",1
United Kingdom,O2 Mobile,447871,"0.026","0.026",1
United Kingdom,O2 Mobile,4478720,"0.026","0.026",1
United Kingdom,O2 Mobile,4478721,"0.026","0.026",1
United Kingdom,O2 Mobile,4478723,"0.026","0.026",1
United Kingdom,O2 Mobile,4478724,"0.026","0.026",1
United Kingdom,O2 Mobile,4478725,"0.026","0.026",1
United Kingdom,O2 Mobile,4478726,"0.026","0.026",1
United Kingdom,O2 Mobile,4478728,"0.026","0.026",1
United Kingdom,O2 Mobile,4478729,"0.026","0.026",1
United Kingdom,O2 Mobile,4478731,"0.026","0.026",1
United Kingdom,O2 Mobile,4478732,"0.026","0.026",1
United Kingdom,O2 Mobile,4478733,"0.026","0.026",1
United Kingdom,O2 Mobile,4478734,"0.026","0.026",1
United Kingdom,O2 Mobile,4478735,"0.026","0.026",1
United Kingdom,O2 Mobile,4478736,"0.026","0.026",1
United Kingdom,O2 Mobile,4478737,"0.026","0.026",1
United Kingdom,O2 Mobile,4478738,"0.026","0.026",1
United Kingdom,O2 Mobile,4478739,"0.026","0.026",1
United Kingdom,O2 Mobile,4478740,"0.026","0.026",1
United Kingdom,O2 Mobile,4478741,"0.026","0.026",1
United Kingdom,O2 Mobile,4478742,"0.026","0.026",1
United Kingdom,O2 Mobile,4478743,"0.026","0.026",1
United Kingdom,O2 Mobile,4478746,"0.026","0.026",1
United Kingdom,O2 Mobile,4478747,"0.026","0.026",1
United Kingdom,O2 Mobile,4478748,"0.026","0.026",1
United Kingdom,O2 Mobile,4478749,"0.026","0.026",1
United Kingdom,O2 Mobile,447885,"0.026","0.026",1
United Kingdom,O2 Mobile,447889,"0.026","0.026",1
United Kingdom,O2 Mobile,4478923,"0.026","0.026",1
United Kingdom,O2 Mobile,4478924,"0.026","0.026",1
United Kingdom,O2 Mobile,4478926,"0.026","0.026",1
United Kingdom,O2 Mobile,4478927,"0.026","0.026",1
United Kingdom,O2 Mobile,4478928,"0.026","0.026",1
United Kingdom,O2 Mobile,4478929,"0.026","0.026",1
United Kingdom,O2 Mobile,4478932,"0.026","0.026",1
United Kingdom,O2 Mobile,4478934,"0.026","0.026",1
United Kingdom,O2 Mobile,4478935,"0.026","0.026",1
United Kingdom,O2 Mobile,4478936,"0.026","0.026",1
United Kingdom,O2 Mobile,4478937,"0.026","0.026",1
United Kingdom,O2 Mobile,447894,"0.026","0.026",1
United Kingdom,O2 Mobile,447895,"0.026","0.026",1
United Kingdom,O2 Mobile,447902,"0.026","0.026",1
United Kingdom,O2 Mobile,447907,"0.026","0.026",1
United Kingdom,O2 Mobile,447912,"0.026","0.026",1
United Kingdom,O2 Mobile,447921,"0.026","0.026",1
United Kingdom,O2 Mobile,447922,"0.026","0.026",1
United Kingdom,O2 Mobile,447923,"0.026","0.026",1
United Kingdom,O2 Mobile,447925,"0.026","0.026",1
United Kingdom,O2 Mobile,447926,"0.026","0.026",1
United Kingdom,O2 Mobile,447927,"0.026","0.026",1
United Kingdom,O2 Mobile,447928,"0.026","0.026",1
United Kingdom,O2 Mobile,447933,"0.026","0.026",1
United Kingdom,O2 Mobile,447934,"0.026","0.026",1
United Kingdom,O2 Mobile,447935,"0.026","0.026",1
United Kingdom,O2 Mobile,447936,"0.026","0.026",1
United Kingdom,O2 Mobile,447938,"0.026","0.026",1
United Kingdom,O2 Mobile,447955,"0.026","0.026",1
United Kingdom,O2 Mobile,447999,"0.026","0.026",1
United Kingdom,Orange Mobile,447409,"0.026","0.026",1
United Kingdom,Orange Mobile,447410,"0.026","0.026",1
United Kingdom,Orange Mobile,447416,"0.026","0.026",1
United Kingdom,Orange Mobile,447419,"0.026","0.026",1
United Kingdom,Orange Mobile,447420,"0.026","0.026",1
United Kingdom,Orange Mobile,447421,"0.026","0.026",1
United Kingdom,Orange Mobile,447422,"0.026","0.026",1
United Kingdom,Orange Mobile,447527,"0.026","0.026",1
United Kingdom,Orange Mobile,447528,"0.026","0.026",1
United Kingdom,Orange Mobile,447529,"0.026","0.026",1
United Kingdom,Orange Mobile,447530,"0.026","0.026",1
United Kingdom,Orange Mobile,447531,"0.026","0.026",1
United Kingdom,Orange Mobile,4475320,"0.026","0.026",1
United Kingdom,Orange Mobile,4475321,"0.026","0.026",1
United Kingdom,Orange Mobile,4475322,"0.026","0.026",1
United Kingdom,Orange Mobile,4475323,"0.026","0.026",1
United Kingdom,Orange Mobile,4475324,"0.026","0.026",1
United Kingdom,Orange Mobile,447536,"0.026","0.026",1
United Kingdom,Orange Mobile,447556,"0.026","0.026",1
United Kingdom,Orange Mobile,447579,"0.026","0.026",1
United Kingdom,Orange Mobile,447580,"0.026","0.026",1
United Kingdom,Orange Mobile,447581,"0.026","0.026",1
United Kingdom,Orange Mobile,447582,"0.026","0.026",1
United Kingdom,Orange Mobile,447583,"0.026","0.026",1
United Kingdom,Orange Mobile,447772,"0.026","0.026",1
